titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
POLO SEDAN HIGHLINE 1.4 1 ERE MAIN TOUTE OPTIONS NEUVE TEL 97140545,1,"Béja , 5 days ago",143000,Gris,Manuelle,2016,1.4L,Volkswagen,Polo,5,Compacte,Essence,10,"

          POLO SEDAN HIGHLINE 1.4 1 ERE MAIN TOUTE OPTIONS NEUVE TEL
          







             Afficher le numéro
            



"
Haval H6,123456,"Ariana , 9 days ago",42000,Noir,Automatique,2022,1.5L,Autres,Autres,8,4 x 4,Essence,5,"
         première main, excellent état, faible kilométrage,
        "
golf 6 match boite 6 1.4,45,"Tunis , 8 days ago",138000,Gris,Manuelle,2012,1.4L,Volkswagen,Golf 8,1.4,Autres,Essence,3,"

          mechya 138.000 importantè en 2017 d'Allemagne toute option kol chay 3al origine
numéro de téléphone :
          







             Afficher le numéro
            



"
Renault Super 5,6,"Sousse , 19 days ago",250000,Rouge,Manuelle,1984,1.2L,Renault,Super 5,4,Compacte,Essence,6,"

          Belle voiture 4ch et 5 vitesses moteur en bonne état et peintre cava juste quelques retouches tous papiers en règles Numéro du carrosserie d origine contacté le
          







             Afficher le numéro
            



"
nissan qashqai,58000,"Tunis , a month ago",177000,Blanc,Manuelle,2015,<1.0L,Nissan,Qashqai,5,4 x 4,Essence,10,"
         nissan qashqai model 2015
montage allemand
        "
MITSUBICHI L200 sportiro double pont 4*4,0,"Ariana , 23 days ago",400,Gris,Manuelle,2008,2.5L,Mitsubishi,L200,7,4 x 4,Diesel,9,"

          MITSUBICHI L200 sportiro / 10 cv / diesel ⛽️ / année:2008 / double pont 4*4 / climatisé / 4 vitres électriques / 4 pneus neuf / visible menzah tunis / numéro📞:
          







             Afficher le numéro
            



"
MG ZS modèle 2020 1ère main,0,"Gabès , 15 hours ago",105000,Rouge,Automatique,2020,1.4L,mini,Cooper,7,4 x 4,Essence,9,"

          MG ZS modèle 2020 1ère main à Gabès
⛽️ 7 Cv essence
✅️ 105 000 km
✅️ Boite Automatique
✅️ Ttes options (toit panoramique, Régulateur de vitesse,vitres éléctriques, intérieur en simili cuir, jantes aluminium, caméra de récul,gps ....)
✅ Prix et négociation par tél pour les sérieux merci pour votre compréhension
☎️
          







             Afficher le numéro
            



"
C4,28.5,"Ariana , 4 days ago",189100,Blanc,Manuelle,2011,1.6L,Citroen,C4,6,Compacte,Essence,7,"

          NUM :
          







             Afficher le numéro
            




          Je mets en vente voiture Citroen C4 phase 2, essence, 6 chevaux, 4 cylindres, en très bon état et très bien entretenue.
Prix : 28500 TND
189100 Km,
6 chevaux,
4 cylindres,
4 portes,
Jantes alu d’origine,
4 pneus neufs,
Vitres teintées d’origine,
Climatisation
Fermeture centralisée à distance
Régulateur / Limiteur de vitesse
Contact :
          







             Afficher le numéro
            




          Marque et Modèle : Citroen C4 Phase2
Energie : Essence
Kilométrage : 189100
Puissance (CV) : 6
Boîte : Manuelle
Téléphone :
          







             Afficher le numéro
            



         Prix : 28 500 TND
Région : Tunis
        "
ISUZU KB,12000,"Ben Arous , a month ago",000,Blanc,2.5L,1900,Manuelle,Isuzu,Landwind,8,Diesel,Pick up,3,"

          A VENDRE ISUZU KB
Tél:
          







             Afficher le numéro
            



"
A VENDRE S +3 REZ À CHAUSSEE FOUCHANA BEN AROUS TUNIS MOUROUJ,155,"Tunis , a month ago",1,Blanc,Manuelle,2024,<1.0L,BMW,Serie 8,140,Autres,Diesel,9,"

          للبيع في تقسيم حدائق فوشانة موقع ممتاز ( وسط فوشانة ) 8 كلم علي وسط العاصمة حي حديث البناء منزل بزاوية نهجين و مساحة أرضية جملية ب 140 م و مساحة بناء 90 م تتكون من 3 غرف وقاعة إستقبال و مطبخ وبيت راحة و منشر أمامي و خلفي و مأوى سيارة و الإتصال بالرقم
          







             Afficher le numéro
            




          .
A vendre s +3 REZ DE À CHAUSSEE à fouchana dans un quartier calme et propre équipé de toute commodité : gaz de ville , eau , électricité , tel .. - de 140 mètres carrés , elle se compose de salon et 3 chambres , une cuisine équipée , une salle de bain et toilette et une entrée de voiture près de toute les commodités ( aziza , marché , banque, station taxi
tél :
          







             Afficher le numéro
            



         ben arous mourouj fouchana mhamdia
        "
seat ibiza,0,"Ben Arous , a month ago",300,Gris,Manuelle,2003,1.4L,Seat,Ibiza,5,Compacte,Diesel,6,"

          Seat ibiza 🚘
Motorisation 1.4 tdi
Très fiable est économique
4 pneu neuf
Viltre électrique ✅
Poste Bluetooth ✅
Climatisé ✅
Numéro :
          







             Afficher le numéro
            



"
pièce Piaggio ciao bravo Si,0,"Ben Arous , 21 days ago",25580,Camel,Automatique,2009,9,"

          pièce Piaggio ciao bravo Si
          







             Afficher le numéro
            



",,,,,,
Vélo Scrapper,500,"Bizerte , 7 days ago",2023,5,"
         Vélo scrapper en très bon état
        ",,,,,,,,,
Gla 180,105000,"Bizerte , 8 days ago",199000,Blanc,Automatique,2017,1.8L,Mercedes-Benz,Classe GLA,7,Compacte,Essence,4,"
         Gla 180 annee07/2017 toutes options
        "
polo sedan,58000,"Ben Arous , a month ago",32000,Blanc,Manuelle,2022,1.4L,Volkswagen,Polo,Essence,5,Berline,10,"

          ✅ 𝑷𝑶𝑳𝑶 𝑺𝑬𝑫𝑨𝑵 1.4
✅ • 𝑪𝑨𝑹𝑩𝑼𝑹𝑨𝑵𝑻: 𝑬𝑺𝑺𝑬𝑵𝑪𝑬
✅ • 𝑷𝑼𝑰𝑺𝑺𝑨𝑵𝑪𝑬: 5𝑪𝑽
✅ • 𝑲𝑴: 32 𝑴𝒊𝒍𝒍𝒆𝒔 𝑲𝑴
✅ • 𝑷𝑹𝑰𝑿: 58.000𝑻𝑵𝑫
✅📱𝑻𝑬𝑳:
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
⛔️ KIA SPORTAGE GT LINE AWD⛔️,0,"Sfax , a month ago",114000,Gris,Automatique,2016,2.0L,Kia,Sportage,10,4 x 4,Diesel,10,"

          ✅ tu 194
✅Mise en circulation 23/12/2016
✅Kilométrage : 114,000km
✅Energie : Gazoil
✅Puissance fiscal : 10 Cv
✅Boite de vitesse Automatique
✅Camera de recule
✅Sièges réglage électrique
✅Volant en cuir multifonctions
✅Palette de changement de vitesse
✅Frein main électrique
✅4*4
✅Rétroviseurs rabattables électriques dégivrants
✅Sound JBL
✅Climatronic bi zone
✅Écran tactile
✅Sellerie CUIR
✅Tableau de bord cuir
✅Toit ouvrant panoramique
✅Vitres sur teintées
✅Feux À led Feux de jour avant arrières
✅radar de stationnement arrière avant
✅Jantes en aluminium 19”
✅Lave glace
✅Bluetooth, USB,aux
Tel : 📱
          







             Afficher le numéro
            



"
Seat Leon 2018,0,"Ben Arous , a month ago",141000,Blanc,Manuelle,2018,1.2L,Seat,Leon,6,Compacte,Essence,4,"
         Je mets en vente Seat Leon 2018
1ere main
l'entretien se fait dans la maison mère
voiture en très bon état
        "
Primavera importé de France 🇫🇷,0,"Tunis , 13 hours ago",12000,Bleu,Automatique,2014,10,"

          Primavera importé de France 🇫🇷
2 temps
Faible kilométrage (12000 km)
Les pneus encore d’origine et neufs
Échappement catalyseur encore bridé
Disponible à Tunis centre-ville
Prix : 5200 dt
Tél :
          







             Afficher le numéro
            



",,,,,,
vente,35000,"Sousse , 10 days ago",219000,Blanc,Manuelle,2012,>4.0L,Ssangyong,Korando,10,4 x 4,Diesel,6,"
         voiture en bon etat
        "
voiture,22000,"Sfax , a month ago",169000,Gris,Automatique,2022,1.2L,Dacia,Dokker,6,Autres,Diesel,6,"
         sur leasing année 2022 mzelo fiha 3 ans 3al leasing
        "
supports dma,0,"Médenine , a month ago",3,"
         supports dmax
        ",,,,,,,,,,
Toyota Hilux Revo,185000,"Tunis , a month ago",84000,Orange,Automatique,2019,2.4L,Toyota,Hilux,8,Pick up,Diesel,10,"
         Importé du Luxembourg
ÉDITION SPÉCIALE REVO
Couvre Benne Vitrée
protection ski
Deflecteur Capot
Deflecteur 4 vitres
Camera de recul
Blocage de Différentiel Arrière
Intérieur Cuir
Sièges Chauffants
DAC
Maintien de voie
Régulateur Actif
Prise 220v d’origine
        "
🚘 MERCEDES-BENZ A180 AMG 🚘,69500,"Ariana , 7 days ago",180000,Blanc,Automatique,2016,1.6L,Mercedes-Benz,Classe A,06,Berline,Essence,8,"

          🚘 MERCEDES-BENZ A180 AMG 🚘
✅ Année 2016
✅ 180.000 km
✅ essence 6 Cv
✅ Boite automatique
✅ kit amg
✅ stop arrière led
✅ phares led ( bi- xénon )
✅ Volant en cuir multifonctions
✅ siège chauffant
✅ Rétroviseurs rabattables électriques réglable
✅ Climatronic bi zone
✅ caméra de recul
✅ radar avant et arrière
✅ Jantes alu 18 pouce
💰 69.500💰
🔄 Possibilité d’échange 🔄
📌 Showroom Platinium Auto Ariana : Rond Point entre Ariana et la Soukra (Direction Tunis sous le pont autoroute bizerte)
📲 Tel :
          







             Afficher le numéro
            



         📱
        "
Mercedes 220 s350,55000,"Monastir , a month ago",168000,Gris,Automatique,2003,3.5L,Mercedes-Benz,Classe S,10,Berline,Essence,10,"
         Machiya 168000km
Essance 10 cv
        "
B9 EHDI,35000,"Sousse , 3 days ago",143000,Blanc,Manuelle,2018,1.5L,Peugeot,Partner,5,Compacte,Diesel,9,"
         Krihba ndhayfa 1er main eli i7eb ye5dem 3la rouhou
        "
Jetta 3,32500,"Ben Arous , 13 days ago",160000,Noir,Manuelle,2009,1.6L,Volkswagen,Jetta,7,Berline,Essence,10,"

          🏁 JETTA 3
✔️Essence : 1.6 7ch
✔️Année : 09/2009
✔️Kilometrage: 160 milles km
✔️Yasminet ben arous
📞
          







             Afficher le numéro
            



"
Chevrolet aveo 2013 a vendre,18500,"Ben Arous , 17 days ago",290000,Noir,Manuelle,2013,Chevrolet,1.2L,Aveo,Autres,1,Essence,3,"

          A vendre chevrolet aveo 2013 en bon état pour plus d'informations contactez le
          







             Afficher le numéro
            



"
HAVAL H6 OPTIQUE GAUCHE,2000,"Ben Arous , 13 days ago",4,"
         optique avant gauche haval h6 2019
        ",,,,,,,,,,
Porte arrière dacia logan mcv,1000,"Nabeul , 19 days ago",2,"
         Porte arrière dacia logan mcv modele 2016 légèrement touché en bas. Etat correct
        ",,,,,,,,,,
Forza mistral,800,"Gafsa , 12 days ago",100000,Gris,Manuelle,2017,1,"
         depuis 2017
        ",,,,,,
Ovetto 50,3400,"Tunis , 14 hours ago",00,Bleu,Manuelle,2007,6,"

          Ovetto 50 ancien
Démarrage électrique et au kick
État très propre 👍
          







             Afficher le numéro
            



",,,,,,
opel corsa D,21700,"Tunis , a month ago",197,Noir,Manuelle,2008,1.2L,Opel,Corsa,5,Berline,Essence,7,"

          Opel corsa D Essence 5 CV
-5 pneu neuf
- toute options
tel
          







             Afficher le numéro
            



"
vespa Piaggio,3000,"Monastir , 9 days ago",10000,Noir,Automatique,2015,4,"
         vespa Piaggio 50cc 2T
        ",,,,,,
belle clio 3,17000,"Tunis , a month ago",254000,Noir,Manuelle,2010,1.5L,Renault,Clio,5,Compacte,Diesel,10,"
         a vendre clio 3
        "
Citroën c4,28,"Ben Arous , a month ago",230,Noir,Manuelle,2012,2.5L,Citroen,C4,4,Autres,Essence,1,"
         à vendre
        "
polo 7+,28000,"Médenine , 8 days ago",178,Noir,Manuelle,2015,1.4L,Volkswagen,Polo,4,Autres,Essence,5,"

          polo 7+ 4ch 3 clndr للبيع ماشية 178 الشاري يكلم
          







             Afficher le numéro
            



         موجودة في مدنين
        "
Picanto Boîte Auto,32000,"Tunis , a month ago",127000,Blanc,Automatique,2016,1.2L,Kia,Picanto,5,Compacte,Essence,2,"
         Très bon état. 127 MK
        "
Mahindra kuv100 nxt,0,"Tunis , 23 days ago",52,Noir,Manuelle,2019,1.2L,Mahindra,Hover,5,4 x 4,Essence,4,"

          Mahindra kuv 100 nxt
          







             Afficher le numéro
            



         fin 2019
        "
🚘 SEAT LEON 🚘,56500,"Ariana , 9 days ago",170000,Noir,Manuelle,2019,1.2L,Seat,Leon,05,Berline,Essence,10,"

          🚘 SEAT LEON 🚘
✅ année 2019
✅ Première main
✅ 170.000 km
✅ ESSENCE 05 CV
✅ Radar arrière | Radar avant
✅ Climatronique | bizone
✅ USB | Bluetooth
✅ Commandes au Volant
✅ Écran
✅ Rétroviseurs électriques | rabattable
✅ régulateur de vitesse
✅ limiteur de Vitesse
💰 56.500 💰
🔄 Possibilité d’échange 🔄
📲 Tel :
          







             Afficher le numéro
            



         📱
📌Showroom Platinium Auto Ariana: Rond Point entre Ariana et la Sokra (Direction Tunis sous le pont autoroute bizerte)
        "
ford fiesta,31500,"Sidi Bouzid , a month ago",148,Bleu,Manuelle,2012,1.2L,Ford,Fiesta,5,Berline,Essence,7,"
         je mets en vente une bonne ford fiesta .
        "
polo 5 double abracam,14000,"Ariana , 2 days ago",236,Gris,Manuelle,2000,1.2L,Volkswagen,Polo,5,Autres,Essence,6,"
         moteur 1.2
        "
Hyundai i10 boite automatique,1,"Nabeul , 2 days ago",67000,Noir,Automatique,2021,1.2L,Hyundai,I 10,5,Compacte,Essence,8,"

          Hyundai i10 boite automatique
          







             Afficher le numéro
            



"
seat ibiza,27500,"Gabès , a month ago",178,Blanc,Manuelle,2015,1.2L,Seat,Ibiza,5,Compacte,Essence,9,"
         ibiza 2em main voiture a l’état dorigine machalah
        "
VW TOUERG,39500,"Ariana , a month ago",200000,Noir,Manuelle,2005,2.5L,Volkswagen,Touareg,12,4 x 4,Diesel,7,"
         à vendre 4 x 4 VW touareg 12cv . 5 cylindres . 6 vitesses . diesel . très bon état. prix peux négociable.
        "
Mahindra pick up s6,39000,"Sfax , a month ago",146000,Blanc,Manuelle,2019,2.5L,Mahindra,Scorpion,8,Pick up,Diesel,10,"

          À vendre Mahindra S6 pick-up khaalsa tous papiers réglé récemment
État neuf batterie récemment changé quatre pneu neuf faible kilomètrage 147 milles disponible à sfax
Pour plusieurs informations contacter le numéro:
          







             Afficher le numéro
            












             Afficher le numéro
            



"
Hyundai i10,0,"Sfax , 23 days ago",64000,Gris,Manuelle,2014,1.4L,Hyundai,I 10,4,Utilitaire,Essence,8,"
         Hyundai i10
4 cylindre
Peinture d'origine
Etat neuf
        "
28186128,15000,"Sfax , 14 days ago",350000,Gris,Manuelle,2005,1.6L,Chevrolet,Optra,4,Compacte,Essence,8,"
         optra
        "
Ford fiesta a vendre,16500,"Ben Arous , 20 days ago",320,Gris,Manuelle,2005,1.2L,Ford,Fiesta,Essence,5,Autres,10,"
         Ford fiesta 2005 a vendre
2 vitres électriques
Climatiseur en marche
Papiers en règle
Double clés
Jentes Alu
        "
mercedes B180 diesel,0,"Sfax , a month ago",225000,Noir,Manuelle,2009,1.6L,Mercedes-Benz,Classe B,6,4 x 4,Diesel,1,"

          AV Mercedes ,diesel, gris foncé (B180 cdi), année 11/2009, boîte manuelle, 6cv, 225.000 km, importée de France en 2022, série 227, climatisée, Bluetooth, rétroviseurs rabattables, double clefs.
Tel :
          







             Afficher le numéro
            



"
🚘 Nissan Qashqai Diesel importée Tn239 Full Option 🚘,0,"Nabeul , 3 days ago",138000,Noir,Manuelle,2019,1.6L,Nissan,Qashqai,5,Compacte,Diesel,10,"

          👑Page Facebook : Ben Amou Auto👑
🚘 Nissan Qashqai Diesel importée Tn239 Full Option 🚘
📌 Voiture importée Fin Série Tn239📌
✔Model : 2020
✔Kilométrage : 138000Km certifié
✔Puissance : 5 CV
✔Énergie : Diesel
✅écran GPS
✅camera
✅Climatronic
✅4 vitres électriques
✅volant multifonction
✅Rétroviseurs rabattable
✅radar de recule avant et arrière
📲Téléphone :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         📲
⚡On accepte l'échange⚡
📌 Showroom BEN AMOU AUTO route de Beni Khiar Nabeul à côté du kiosque Shell 📌
        "
BMW F30 316i Luxury,0,"Ariana , 19 days ago",170,Noir,Automatique,2014,1.6L,BMW,Serie 3,7,Compacte,Essence,8,"

          ⚜️ BMW F30 316i Luxury ⚜️
Première main
➖ Année : 2014
➖ Kilométrage: 170.000
➖ Puissance Fiscale: 7 CH
➖ Energie: Essence
Les Caractéristiques:
Full LED - BVA - finition en bois - Connectivité Bluetooth - Intérieur Cuir - Feux arrière et feux de jour a LED - rétroviseurs rabattable electriquement - camera de recul - Sièges électriques mémorisées
TEL :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         🏢 Disponible à Notre Showroom AUTOROOM la soukra SIDI FREJ
        "
jumper3,42.5,"Tunis , a day ago",338000,Blanc,Manuelle,2017,2.0L,Citroen,Jumper,7,Utilitaire,Diesel,5,"
         jumper 3 .
6 vitesses
climatisé
année 03/2017
kilométrage : 338mkl
bien entretenue
tous les entretiens sont faits
        "
A VENDRE ACCESSOIR MOTEUR RANGE ROVER DIESEL 3L -TEL 98479647,0,"Ariana , 4 days ago",10,"

          A VENDRE ACCESSOIR MOTEUR RANGE ROVER DIESEL 3L -TEL
          







             Afficher le numéro
            



         -TURBO
-COMPRESSEUR CLIMATISEUR
-ALTERNATEUR
-EGR
        ",,,,,,,,,,
ktm 65,5,"Tunis , 12 days ago",100,Orange,Automatique,2019,4,"
         ktm 65 mini presque neuve
        ",,,,,,
4Pneus et jantes alu Quad Can Am,5400,"Ben Arous , 23 days ago",0000,Noir,Automatique,2023,8,"

          À vendre 4 jantes en aluminium avec pneus
Carlisle USA d origine neuf jamais utilisé importé de France peut être monté sur tous les quads de la marque CAN AM et autres
Prix 5400 dinars négociable dans la limite du raisonnable vous pouvez me joindre au
          







             Afficher le numéro
            



",,,,,,
Opel Astra G,21000,"Tunis , 7 days ago",205000,Gris,Manuelle,2004,1.2L,Opel,Astra,5,Berline,Essence,7,"
         a vendre opel astra G 1ére main , toutes options , 5cv , 205 000 km origines
visible el manzah 4 .
        "
Mercedes C180 coupé AMG,171000,"Tunis , 19 days ago",9000,Noir,Automatique,2017,1.6L,Mercedes-Benz,Classe C Coupe,10,Berline,Essence,4,"

          Mercedes classe c coupé toutes options / tel :
          







             Afficher le numéro
            



         juillet 2017 -KIT AMG -boite automatique 9G-tronic -toit panoramique -ILS : intelligent light system -jantes 19"" -pneu runflat -caméra 360° -intérieur marron -toit panoramique -park assist -key less go -sièges mémoire -rétroviseurs électrique - vitres surteinté -horloge analogique -finition en bois matte
        "
golf 7,64000,"Médenine , a month ago",117000,Blanc,Manuelle,2014,1.2L,Volkswagen,Golf 7,5,Compacte,Essence,10,"
         golf7
        "
Nissan D22 4*4,28000,"Bizerte , 3 days ago",400,Noir,Manuelle,2007,2.8L,Nissan,Pick up,13,4 x 4,Diesel,9,"

          Nissan D22 4×4
13 chv gasoil
Double pont en marche
Zéro Masrouf
Awra9ha 5alsin
Carrosserie ndhifa barcha
Moteur impeccable mta3 ksiba
Taxe 180dt
Tél :
          







             Afficher le numéro
            



"
moteur mahindra scorpion s6,10000,"Kébili , 9 days ago",1,"
         très bon état
        ",,,,,,,,,,
clio 5 ch / 4 Cylindre,0,"Sfax , a month ago",90000,Gris,Manuelle,2020,1.4L,Renault,Clio,5,Berline,Essence,9,"
         clio dynamique neuve modèle 2020 climatisation en bon état vitres électriques moteur symbole
        "
POLO 6 à vendre,24000,"Tunis , 20 days ago",180000,Gris,Manuelle,2009,1.4L,Volkswagen,Polo,Essence,4,Berline,3,"
         à vendre polo 6 première main - Tunis
        "
mahindra,200,"Ben Arous , a month ago",3,"
         pièces mahindra kaboutt w mahh parchouk madhroub chwya lkabout ndhiff w mortosr w mahh q9ty3 okhrin b 200 dt
        ",,,,,,,,,,
Mini Cooper PACEMAN,53000,"Tunis , 6 days ago",130000,Blanc,Manuelle,2013,1.6L,mini,Cooper,7,Compacte,Essence,10,"

          🚘 À VENDRE Mini Cooper PACEMAN !!
Etat impeccable .Entretien à jour
• Modèle :2013
• Kilométrage : 130 000 Km
• Puissance Fiscale : 7 CV
• Énergie : Essence
• Boite manuelle
⚠️ PRIX : 53 000 DT !!
☎️
          







             Afficher le numéro
            




          Options :
-climatronic
-vitres teintés
-détecteur de pluie
-rétroviseurs électriques
-accoudoir central avant
-ordinateur de bord
-volant en cuir multifonctions
-radar de recul
-etc
📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1
☎️
          







             Afficher le numéro
            



"
Bmw f30,70000,"Tunis , a month ago",190000,Noir,Automatique,2014,1.6L,BMW,Serie 3,7,Berline,Essence,8,"
         A vendre Bmw F30 en très bonne état pack M d’origine.
        "
Fiat Palio,16,"Nabeul , 18 days ago",228000,Gris,Manuelle,2005,<1.0L,Fiat,Palio,4,Utilitaire,Essence,2,"
         très bon état
        "
Auto radio,200,"Jendouba , 21 days ago",6,"
",,,,,,,,,,
Peugeot 308 Gtline,41000,"Tunis , 5 days ago",100000,Blanc,Automatique,2017,1.6L,Peugeot,308,9,Compacte,Essence,10,"
         voiture en très bon état très bien entretenu aucune dépense à prévoir
        "
Mercedes CLA 180d,0,"Sfax , 6 days ago",90000,Noir,Automatique,2020,1.6L,Mercedes-Benz,Classe CLA,6,Autres,Diesel,10,"

          A vendre 🔴 Mercedes CLA 180d 🔴 chez auto rêve ramzi
🔄 𝙋𝙤𝙨𝙨𝙞𝙗𝙞𝙡𝙞𝙩é 𝙙'é𝙘𝙝𝙖𝙣𝙜𝙚 🔄
☎️
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ☎️
➡️ 𝙇𝙚𝙨 𝘾𝙖𝙧𝙖𝙘𝙩𝙚́𝙧𝙞𝙨𝙩𝙞𝙦𝙪𝙚 :
☑️ Immatriculation : 𝐓𝐮 241
☑️Puissance fiscale: 6 cv
☑️Energie: Gaosil ⛽
☑️ Kilométrage: 92.000 km
☑️ Année : 2020
➡️ 𝑳𝒆𝒔 𝑶𝒑𝒕𝒊𝒐𝒏𝒔 :
☑️ toit panoramique ouvrant
☑️ 4 vitre électrique
☑️ Full LED intelligent
☑️ compteur digital
☑️ caméra de recul
☑️ Jente allu
☑️ siége chauffant
☑️ Siège réglable
☑️ Salon cuir bi couleur
☑️ Volant multifonctions
☑️ Climatronic
☑️ Vitres teintées
☑️ 𝘙é𝘵𝘳𝘰𝘷𝘪𝘴𝘦𝘶𝘳𝘴 é𝘭𝘦𝘤𝘵𝘳𝘪𝘲𝘶𝘦s rabattable
☑️ Bluetooth
➡️ Sfax, route kaied mohamed km 3 avant ceinture
📍https://maps.app.goo.gl/oNHMoK4aBn5SjMW17?g_st=ic
        "
citroen berlingo accidente,5,"Kairouan , 7 days ago",20000,Blanc,Manuelle,2001,1.1L,Citroen,Berlingo,5,Compacte,Diesel,8,"
         موتار جديد و مضروبة من قدام كهو
        "
Mercedes Sprinter w903,19000,"Tunis , 6 days ago",450000,Blanc,Manuelle,2005,2.9L,Mercedes-Benz,Sprinter,12,Utilitaire,Diesel,6,"

          À vendre Mercedes Sprinter 313 w903
☎️Tel :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ☎️
✅Moteur Mécanique 5 Cylindres Turbo Mezel Jdid
✅Année 2005
✅Puissance Fiscale 12 Ch ( Carte Grise 9ch )
Mawjouda Fe Brado
        "
Mercedes e220 w211,30000,"Tunis , a month ago",390000,Argent,Automatique,2003,2.2L,Mercedes-Benz,Classe E,9,Autres,Diesel,7,"

          À vendre
⛔️ MERCEDES E220 type w211 ⛔️
✅Model 2003
✅Energie : diesel 50
✅kilometrage certifié : 390000
✅ Aussi tous les entretiens et les vidanges sont fait récemment ainsi que 4 amortisseurs.
✅Puissance fiscal : 9chv fiscaux
✅teinture origine
✅Boite automatique
✅Consomation au moyenne 5.5 littre pour 100 kilometre (voiture puissante robuste avec une faible consommation.
✅Sièges électriques
✅Intérieur cuir trés propre
✅Régulateur de vitesse et limitteur
✅Volant en cuir et multifonctions
✅Rétroviseurs rabattables électriques
✅Climatronic bi zone
✅Jantes 17 pouce
✅Bluetooth , USB
✅ Feu exenon, feu du jour
✅Voiture très propre comme neuf.
✅disponible a beb souika tunis
✅ Prix : 30 000 negociable devant la voiture dans la logique
✅ tel:
          







             Afficher le numéro
            



"
Rétroviseur droit électrique tiguan,450,"Jendouba , a month ago",3,"
         Rétroviseur droit électrique tiguan
        ",,,,,,,,,,
Passat b7,29.5,"Ariana , a month ago",247,Noir,Manuelle,2009,1.6L,Volkswagen,Passat,7,Berline,Essence,6,"
         a vendre Passat b7 essence 1.6
        "
Bouno Suzuki cilerio,5000,"Tunis , 3 days ago",0000,Gris,Manuelle,2023,1.2L,Suzuki,Celerio,4,Autres,Essence,1,"
         Bouno Suzuki cilerio
5000
légèrement négociable
        "
classe A essence 30000km,138000,"Nabeul , 8 days ago",30000,Noir,Automatique,2020,1.4L,Mercedes-Benz,Classe A,7,Compacte,Essence,7,"
         classe kit AMG
Anne 2020
série tu 242
essence
30000km
full options
boite auto
toit panoramique ouvrant
caméra cuir ....
possibilité de crédit leasing
        "
404 ndhif,4000,"Monastir , 5 days ago",1111,Blanc,Manuelle,11111,1.6L,Peugeot,404,1111,Cabriolet,Diesel,4,"
         Peugeot 404
        "
b9 2019,36500,"Sousse , 17 days ago",160,Blanc,Manuelle,2019,1.6L,Citroen,Berlingo,5,Autres,Diesel,10,"

          A vendre citroen berlingo b9 modele 2019 chhar 3 Mechya 160 Alf s7a7. Karhba bakou 1ere main Peinture dorigine ma fihech e dohn jemla servie comme voiture de livraison des produits cosmetiques pour femmes. Mawjouda fi soussa w Marhbe bel kasseb svpl gachar le. Pr plus d'info voila mon numr
          







             Afficher le numéro
            



"
voiture,18000,"Gafsa , a month ago",173000,Autre,Manuelle,2013,1.2L,Citroen,C-Elysée,5,Autres,Essence,5,"
         c elysée
        "
Megane 2 1.5 dci,22500,"Sfax , a month ago",250000,Noir,Manuelle,2004,1.5L,Renault,Megane,5,Berline,Diesel,10,"

          A vendre megane 2 1.5 dci phase 1 4 pneu neuf tout option 4 vitres électriques toit ouvrant avant train neuf plus d'informations contactez
          







             Afficher le numéro
            



         .
        "
2016 SEAT LEON STYLE +,49500,"Tunis , 21 days ago",187000,Noir,Manuelle,2016,1.2L,Seat,Leon,6,Compacte,Essence,10,"

          2016 SEAT LEON STYLE +
☎️ TÉLÉPHONE :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         17/05/2016 TU 189
187 000 KM
1.2 L ESSENCE⛽️
6 CV
Échange possible
Disponible SUR RENDEZ-VOUS à notre showroom CARHABTI 118 RUE IBN JAZZAR DERRIÈRE CARREFOUR LA MARSA
🏣 🇹🇳 📍LOCALISATION 📍 🇹🇳 🏣: https://maps.app.goo.gl/Fk9VTgX9LbMhFw25A?g_st=ic
        "
Suzuki EN125,6100,"Tunis , 2 days ago",8900,Noir,Manuelle,2013,1,"

          Suzuki En125 avec carte grise
2013, 8900km
bien entretenu
6100 dt
prix legerement negociable
contact
          







             Afficher le numéro
            



",,,,,,
2022 KIA RIO تسجيل أول,54500,"Tunis , 6 days ago",66000,Noir,Manuelle,2022,1.2L,Kia,Rio,5,Compacte,Essence,10,"

          2022 KIA RIO تسجيل أول
☎️ TÉLÉPHONE :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         02/01/2022 TU 227
1.2 L ESSENCE⛽️
5 CV
66 000 KM
Échange possible
Disponible à notre showroom CARHABTI 118 RUE IBN JAZZAR DERRIÈRE CARREFOUR LA MARSA
🏣 🇹🇳 📍LOCALISATION 📍 🇹🇳 🏣: https://maps.app.goo.gl/Fk9VTgX9LbMhFw25A?g_st=ic
        "
